ID	type	qualifier	systematicName	geneSymbol	alias	parent.feature.name	secondary.sgdid	chromosome	start	stop	strand	genetic.position	coordinate.version	sequence.version	description
S000035373	CDS					YDL017W		4	424209	425732	W	NA	2011-02-03	1996-07-31	
S000002174	gene	Dubious	YDL016C			chromosome 4		4	425872	425570	C	NA	2011-02-03	1996-07-31	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF CDC7/YDL153C, the catalytic subunit of a complex that regulates DNA replication
S000034291	CDS					YDL016C		4	425872	425570	C	NA	2011-02-03	1996-07-31	
S000002173	gene	Verified	YDL015C	TSC13	trans-2-enoyl-CoA reductase (NADPH) TSC13	chromosome 4		4	426934	426002	C	NA	2011-02-03	1996-07-31	Enoyl reductase; catalyzes the last step in each cycle of very long chain fatty acid elongation; localizes to the ER, highly enriched in a structure marking nuclear-vacuolar junctions; coimmunoprecipitates with elongases Fen1p and Sur4p; protein increases in abundance and relative distribution to ER foci increases upon DNA replication stress
S000034157	CDS					YDL015C		4	426934	426002	C	NA	2011-02-03	1996-07-31	
S000002172	gene	Verified	YDL014W	NOP1	LOT3	chromosome 4	L000001260	4	427364	428347	W	-1.93	2011-02-03	1996-07-31	Nucleolar protein, component of the small subunit processome complex, which is required for processing of pre-18S rRNA; has similarity to mammalian fibrillarin
S000034123	CDS					YDL014W		4	427364	428347	W	NA	2011-02-03	1996-07-31	
S000002171	gene	Verified	YDL013W	SLX5	SUMO-targeted ubiquitin ligase complex subunit SLX5|ULS2|HEX3	chromosome 4	L000000768	4	429067	430926	W	-1.69	2011-02-03	1996-07-31	Subunit of the Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex, stimulated by SUMO-modified substrates; contains a RING domain and two SIMs (SUMO-interacting motifs); forms SUMO-dependent nuclear foci, including DNA repair centers
S000033268	CDS					YDL013W		4	429067	430926	W	NA	2011-02-03	1996-07-31	
S000002170	gene	Verified	YDL012C			chromosome 4		4	431517	431108	C	NA	2011-02-03	1996-07-31	Tail-anchored plasma membrane protein with a conserved CYSTM module; possibly involved in response to stress; may contribute to non-homologous end-joining (NHEJ) based on ydl012c htz1 double null phenotype; YDL012C has a paralog, YBR016W, that arose from the whole genome duplication
S000033170	CDS					YDL012C		4	431386	431108	C	NA	2011-02-03	1996-07-31	
S000033169	CDS					YDL012C		4	431517	431473	C	NA	2011-02-03	1996-07-31	
S000033171	intron					YDL012C		4	431472	431387	C	NA	2011-02-03	1996-07-31	
S000002168	gene	Verified	YDL010W	GRX6	glutathione-disulfide reductase GRX6	chromosome 4		4	432330	433025	W	NA	2011-02-03	1996-07-31	Cis-golgi localized monothiol glutaredoxin, binds Fe-S cluster; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; GRX6 has a paralog, GRX7, that arose from the whole genome duplication
S000032278	CDS					YDL010W		4	432330	433025	W	NA	2011-02-03	1996-07-31	
S000002169	gene	Dubious	YDL011C			chromosome 4		4	432631	432308	C	NA	2011-02-03	1996-07-31	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the uncharacterized ORF YDL010W
S000032316	CDS					YDL011C		4	432631	432308	C	NA	2011-02-03	1996-07-31	
S000002167	gene	Uncharacterized	YDL009C			chromosome 4		4	433248	432925	C	NA	2011-02-03	1996-07-31	Protein of unknown function; mRNA identified as translated by ribosome profiling data; partially overlaps the verified ORF YDL010W; YDL009C is not an essential gene
S000032265	CDS					YDL009C		4	433248	432925	C	NA	2011-02-03	1996-07-31	
S000002166	gene	Verified	YDL008W	APC11	anaphase promoting complex subunit 11	chromosome 4	L000004322	4	433497	433994	W	NA	2011-02-03	1996-07-31	Catalytic core subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; contains a RING-H2 domain that is required for activity
S000032227	CDS					YDL008W		4	433497	433994	W	NA	2011-02-03	1996-07-31	
S000006739	tRNA		tT(AGU)D			chromosome 4	L000003788	4	434336	434264	C	NA	2011-02-03	2000-05-19	Threonine tRNA (tRNA-Thr), predicted by tRNAscan-SE analysis
S000032153	noncoding_exon					tT(AGU)D		4	434336	434264	C	NA	2011-02-03	2000-05-19	
S000006842	long_terminal_repeat		YDLCdelta1			chromosome 4		4	434739	434423	C	NA	2011-02-03	2000-05-19	Ty1 LTR
S000130173	ARS		ARS415			chromosome 4		4	434784	435989		NA	2011-02-03	2009-05-07	Putative replication origin, identified in multiple array studies, not yet confirmed by plasmid-based assay
S000113557	gene	Uncharacterized	YDL007C-A			chromosome 4		4	436824	436567	C	NA	2011-02-03	2005-11-17	Putative protein of unknown function
S000113558	CDS					YDL007C-A		4	436824	436567	C	NA	2011-02-03	2005-11-17	
S000006843	long_terminal_repeat		YDLWtau1			chromosome 4		4	437149	437518	W	NA	2011-02-03	2000-05-19	Ty4 LTR
S000006721	tRNA		tS(AGA)D1			chromosome 4	L000003764	4	437772	437853	W	NA	2011-02-03	2000-05-19	Serine tRNA (tRNA-Ser), predicted by tRNAscan-SE analysis
S000031630	noncoding_exon					tS(AGA)D1		4	437772	437853	W	NA	2011-02-03	2000-05-19	
S000002165	gene	Verified	YDL007W	RPT2	proteasome regulatory particle base subunit RPT2|YTA5|YHS4	chromosome 4	L000002559	4	438047	439360	W	NA	2011-02-03	1996-07-31	One of six ATPases of the 19S regulatory particle of the 26S proteasome involved in the degradation of ubiquitinated substrates; required for normal peptide hydrolysis by the core 20S particle
S000031210	CDS					YDL007W		4	438047	439360	W	NA	2011-02-03	1996-07-31	
S000002164	gene	Verified	YDL006W	PTC1	TPD1|KCS2|CWH47	chromosome 4	L000000890|L000001523	4	439909	440754	W	NA	2011-02-03	1996-07-31	Type 2C protein phosphatase (PP2C); dephosphorylates Hog1p, inactivating osmosensing MAPK cascade; involved in Fus3p activation during pheromone response; deletion affects precursor tRNA splicing, mitochondrial inheritance, and sporulation
S000031084	CDS					YDL006W		4	439909	440754	W	NA	2011-02-03	1996-07-31	
S000002163	gene	Verified	YDL005C	MED2		chromosome 4	L000003914	4	442309	441014	C	NA	2011-02-03	1996-07-31	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; relocalizes to the cytosol in response to hypoxia
S000030042	CDS					YDL005C		4	442309	441014	C	NA	2011-02-03	1996-07-31	
S000002162	gene	Verified	YDL004W	ATP16	F1F0 ATP synthase subunit delta	chromosome 4	L000000150	4	443029	443511	W	NA	2011-02-03	1996-07-31	Delta subunit of the central stalk of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated
S000030001	CDS					YDL004W		4	443029	443511	W	NA	2011-02-03	1996-07-31	
S000002161	gene	Verified	YDL003W	MCD1	SCC1|RHC21|PDS3	chromosome 4	L000002676	4	444683	446383	W	NA	2011-02-03	1996-07-31	Essential alpha-kleisin subunit of the cohesin complex; required for sister chromatid cohesion in mitosis and meiosis; apoptosis induces cleavage and translocation of a C-terminal fragment to mitochondria; expression peaks in S phase
S000029870	CDS					YDL003W		4	444683	446383	W	NA	2011-02-03	1996-07-31	
S000002160	gene	Verified	YDL002C	NHP10	HMO2	chromosome 4	L000002765	4	447578	446967	C	NA	2011-02-03	1996-07-31	Protein related to mammalian high mobility group proteins; preferentially binds DNA ends, protecting them from exonucleatic cleavage; likely component of the chromatin-remodeling complex INO80 complex; proposed to be involved in DNA repair
S000037122	CDS					YDL002C		4	447578	446967	C	NA	2011-02-03	1996-07-31	
S000002159	gene	Verified	YDL001W	RMD1		chromosome 4		4	447984	449276	W	NA	2011-02-03	1996-07-31	Cytoplasmic protein required for sporulation
S000037078	CDS					YDL001W		4	447984	449276	W	NA	2011-02-03	1996-07-31	
S000006466	centromere		CEN4	CEN4		chromosome 4	L000000297	4	449711	449821	W	0	2011-02-03	2000-05-19|2006-05-08	Chromosome IV centromere
S000077266	CDEI					CEN4		4	449711	449720	W	NA	2011-02-03	2004-10-04	
S000077267	CDEII					CEN4		4	449721	449796	W	NA	2011-02-03	2004-10-04	
S000077268	CDEIII					CEN4		4	449797	449821	W	NA	2011-02-03	2004-10-04	
S000002408	gene	Verified	YDR001C	NTH1	alpha,alpha-trehalase NTH1	chromosome 4	L000001280	4	452475	450220	C	NA	2011-02-03	1996-07-31	Neutral trehalase, degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; may be phosphorylated by Cdc28p; NTH1 has a paralog, NTH2, that arose from the whole genome duplication
S000033545	CDS					YDR001C		4	452475	450220	C	NA	2011-02-03	1996-07-31	
S000002409	gene	Verified	YDR002W	YRB1	SFO1|HTN1|CST20	chromosome 4	L000001871	4	453045	453650	W	NA	2011-02-03	1996-07-31	Ran GTPase binding protein; involved in nuclear protein import and RNA export, ubiquitin-mediated protein degradation during the cell cycle; shuttles between the nucleus and cytoplasm; is essential; homolog of human RanBP1
S000034475	CDS					YDR002W		4	453045	453650	W	NA	2011-02-03	1996-07-31	
S000002410	gene	Verified	YDR003W	RCR2	SSH5	chromosome 4	S000029511|L000002952	4	454122	454754	W	NA	2011-02-03	1996-07-31	Vacuolar protein; presumably functions within the endosomal-vacuolar trafficking pathway, affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog, RCR1, that arose from the whole genome duplication
S000034587	CDS					YDR003W		4	454122	454754	W	NA	2011-02-03	1996-07-31	
S000028819	gene	Uncharacterized	YDR003W-A			chromosome 4		4	454782	454904	W	NA	2011-02-03	2003-07-29	Putative protein of unknown function; identified by expression profiling and mass spectrometry
S000033630	CDS					YDR003W-A		4	454782	454904	W	NA	2011-02-03	2003-07-29	
S000002411	gene	Verified	YDR004W	RAD57		chromosome 4	L000001577	4	455201	456583	W	2	2011-02-03	1996-07-31	Protein that stimulates strand exchange by stabilizing the binding of Rad51p to single-stranded DNA; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; forms heterodimer with Rad55p
S000034681	CDS					YDR004W		4	455201	456583	W	NA	2011-02-03	1996-07-31	
S000002412	gene	Verified	YDR005C	MAF1		chromosome 4	L000002614	4	458103	456836	C	NA	2011-02-03	1996-07-31	Highly conserved negative regulator of RNA polymerase III; binds to the N-terminal domain of the Rpc160p subunit of Pol III to prevent closed-complex formation; localization and activity are regulated by phosphorylation, mediated by TORC1, protein kinase A, and Sch9p; localizes to cytoplasm during vegetative growth and translocates to the nucleus and nucleolus under stress conditions
S000034763	CDS					YDR005C		4	458017	456836	C	NA	2011-02-03	1996-07-31	
S000034762	CDS					YDR005C		4	458103	458098	C	NA	2011-02-03	1996-07-31	
S000034764	intron					YDR005C		4	458097	458018	C	NA	2011-02-03	1996-07-31	
S000002413	gene	Verified	YDR006C	SOK1		chromosome 4	L000001983	4	461247	458542	C	NA	2011-02-03	1996-07-31	Protein whose overexpression suppresses the growth defect of mutants lacking protein kinase A activity; involved in cAMP-mediated signaling; localized to the nucleus; similar to the mouse testis-specific protein PBS13
S000035723	CDS					YDR006C		4	461247	458542	C	NA	2011-02-03	1996-07-31	
S000002414	gene	Verified	YDR007W	TRP1	phosphoribosylanthranilate isomerase TRP1	chromosome 4	L000002352	4	461842	462516	W	1	2011-02-03	2004-02-11|1996-07-31	Phosphoribosylanthranilate isomerase that catalyzes the third step in tryptophan biosynthesis; in 2004, the sequence of TRP1 from strain S228C was updated by changing the previously annotated internal STOP (TAA) to serine (TCA)
S000035920	CDS					YDR007W		4	461842	462516	W	NA	2011-02-03	2004-02-11|1996-07-31	
S000029652	ARS		ARS416	ARS1		chromosome 4	S000007454	4	462354	463192		NA	2011-02-03	2006-04-10	Early-firing autonomously replicating sequence; highly efficient chromosomal replicator active in nearly every cell cycle
S000121228	ARS consensus sequence					ARS416		4	462606	462596	C	NA	2011-02-03	2007-03-06	
S000002415	gene	Dubious	YDR008C			chromosome 4		4	462602	462252	C	NA	2011-02-03	1996-07-31	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000035999	CDS					YDR008C		4	462602	462252	C	NA	2011-02-03	1996-07-31	
S000002416	gene	Verified	YDR009W	GAL3	transcriptional regulator GAL3	chromosome 4	L000000660	4	463434	464996	W	1	2011-02-03	1996-07-31	Transcriptional regulator; involved in activation of the GAL genes in response to galactose; forms a complex with Gal80p to relieve Gal80p inhibition of Gal4p; binds galactose and ATP but does not have galactokinase activity; GAL3 has a paralog, GAL1, that arose from the whole genome duplication
S000037895	CDS					YDR009W		4	463434	464996	W	NA	2011-02-03	1996-07-31	
S000002417	gene	Dubious	YDR010C			chromosome 4		4	465383	465051	C	NA	2011-02-03	1996-07-31	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data
S000037562	CDS					YDR010C		4	465383	465051	C	NA	2011-02-03	1996-07-31	
S000002418	gene	Verified	YDR011W	SNQ2	ATP-binding cassette transporter SNQ2	chromosome 4	L000001957	4	465919	470424	W	NA	2011-02-03	1996-07-31	Plasma membrane ATP-binding cassette (ABC) transporter, multidrug transporter involved in multidrug resistance and resistance to singlet oxygen species
S000037672	CDS					YDR011W		4	465919	470424	W	NA	2011-02-03	1996-07-31	
S000002419	gene	Verified	YDR012W	RPL4B	ribosomal 60S subunit protein L4B|L4|rp2|YL2|L4B|L2B	chromosome 4	L000001702	4	471853	472941	W	NA	2011-02-03	1996-07-31	Ribosomal 60S subunit protein L4B; homologous to mammalian ribosomal protein L4 and bacterial L4; RPL4B has a paralog, RPL4A, that arose from the whole genome duplication
S000037729	CDS					YDR012W		4	471853	472941	W	NA	2011-02-03	1996-07-31	
S000002420	gene	Verified	YDR013W	PSF1	CDC101	chromosome 4		4	473157	473783	W	NA	2011-02-03	1996-07-31	Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p), which is localized to DNA replication origins and implicated in assembly of the DNA replication machinery
S000037779	CDS					YDR013W		4	473157	473783	W	NA	2011-02-03	1996-07-31	
S000002421	gene	Verified	YDR014W	RAD61	WPL1	chromosome 4		4	474046	475989	W	NA	2011-02-03	1996-07-31	Subunit of a complex (Scc3p, Pds5p, Rad61p) that inhibits sister chromatid cohesion; also negatively regulates chromosome condensation; inhibited by Eco1p-acetylated cohesin subunits Smc3p and Mcd1p; binds Smc3p ATPase head of cohesin; related to the human Wapl protein that controls the association of cohesin with chromatin
S000030660	CDS					YDR014W		4	474046	475989	W	NA	2011-02-03	1996-07-31	
S000113613	gene	Verified	YDR014W-A	HED1		chromosome 4		4	477797	478285	W	NA	2011-02-03	2006-04-14	Meiosis-specific protein that down-regulates Rad51p-mediated mitotic recombination when the meiotic recombination machinery is impaired; early meiotic gene, transcribed specifically during meiotic prophase
S000114898	CDS					YDR014W-A		4	477797	478285	W	NA	2011-02-03	2006-04-14	
S000002422	gene	Dubious	YDR015C			chromosome 4		4	478199	477960	C	NA	2011-02-03	1996-07-31|2006-04-13	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data; overlaps the verified gene HED1/YDR014W-A
S000030702	CDS					YDR015C		4	478199	477960	C	NA	2011-02-03	1996-07-31|2006-04-13	
S000002423	gene	Verified	YDR016C	DAD1		chromosome 4		4	478758	478474	C	NA	2011-02-03	1996-07-31	Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis
S000030807	CDS					YDR016C		4	478758	478474	C	NA	2011-02-03	1996-07-31	
S000002424	gene	Verified	YDR017C	KCS1	inositol polyphosphate kinase KCS1	chromosome 4	L000000889	4	482267	479115	C	NA	2011-02-03	1996-07-31	Inositol hexakisphosphate (IP6) and inositol heptakisphosphate (IP7) kinase; generation of high energy inositol pyrophosphates by Kcs1p is required for many processes such as vacuolar biogenesis, stress response and telomere maintenance
S000031751	CDS					YDR017C		4	482267	479115	C	NA	2011-02-03	1996-07-31	
S000118434	ARS		ARS417		ARSIV-484	chromosome 4		4	483852	484096		NA	2011-02-03	2006-08-30	Autonomously Replicating Sequence
S000002425	gene	Uncharacterized	YDR018C		putative acyltransferase	chromosome 4		4	483860	482670	C	NA	2011-02-03	1996-07-31	Probable membrane protein with three predicted transmembrane domains; similar to C. elegans F55A11.5 and maize 1-acyl-glycerol-3-phosphate acyltransferase; YDR018C has a paralog, CST26, that arose from the whole genome duplication
S000031907	CDS					YDR018C		4	483860	482670	C	NA	2011-02-03	1996-07-31	
S000002426	gene	Verified	YDR019C	GCV1	glycine decarboxylase subunit T|GSD1	chromosome 4	L000002736	4	485365	484163	C	NA	2011-02-03	1996-07-31	T subunit of the mitochondrial glycine decarboxylase complex, required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of levels of 5,10-methylene-THF in the cytoplasm
S000032068	CDS					YDR019C		4	485365	484163	C	NA	2011-02-03	1996-07-31	
S000002427	gene	Uncharacterized	YDR020C	DAS2	putative uridine kinase DAS2|RRT3	chromosome 4		4	486444	485746	C	NA	2011-02-03	1996-07-31	Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; weak similarity with uridine kinases and with phosphoribokinases
S000032817	CDS					YDR020C		4	486444	485746	C	NA	2011-02-03	1996-07-31	
S000002428	gene	Verified	YDR021W	FAL1		chromosome 4	L000003480	4	486804	488003	W	NA	2011-02-03	1996-07-31	Nucleolar protein required for maturation of 18S rRNA, member of the eIF4A subfamily of DEAD-box ATP-dependent RNA helicases
S000032973	CDS					YDR021W		4	486804	488003	W	NA	2011-02-03	1996-07-31	
S000002429	gene	Verified	YDR022C	ATG31	CIS1	chromosome 4	L000003475	4	488662	488072	C	NA	2011-02-03	1996-07-31	Autophagy-specific protein required for autophagosome formation; may form a complex with Atg17p and Atg29p that localizes other proteins to the pre-autophagosomal structure; high-copy suppressor of CIK1 deletion
S000033002	CDS					YDR022C		4	488662	488072	C	NA	2011-02-03	1996-07-31	
S000006770	tRNA		tV(UAC)D			chromosome 4	L000003787	4	488870	488797	C	NA	2011-02-03	2000-05-19	Valine tRNA (tRNA-Val), predicted by tRNAscan-SE analysis
S000036290	noncoding_exon					tV(UAC)D		4	488870	488797	C	NA	2011-02-03	2000-05-19	
S000002430	gene	Verified	YDR023W	SES1	serine--tRNA ligase SES1|SerRS|seryl-tRNA synthetase	chromosome 4	L000001867	4	489508	490896	W	NA	2011-02-03	1996-07-31	Cytosolic seryl-tRNA synthetase, class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate, interacts with peroxin Pex21p
S000033710	CDS					YDR023W		4	489508	490896	W	NA	2011-02-03	1996-07-31	
S000002431	gene	Dubious	YDR024W	FYV1		chromosome 4		4	491017	491502	W	NA	2011-02-03	1996-07-31	Dubious open reading frame, unlikely to encode a protein; not conserved in closely related Saccharomyces species; mutation decreases survival upon exposure to K1 killer toxin
S000033822	CDS					YDR024W		4	491017	491502	W	NA	2011-02-03	1996-07-31	
S000002432	gene	Verified	YDR025W	RPS11A	ribosomal 40S subunit protein S11A|S17|rp41A|YS12|S18A|S11A	chromosome 4	L000001757	4	491515	492324	W	NA	2011-02-03	1996-07-31	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S11 and bacterial S17; RPS11A has a paralog, RPS11B, that arose from the whole genome duplication
S000033919	CDS					YDR025W		4	491515	491559	W	NA	2011-02-03	1996-07-31	
S000033920	CDS					YDR025W		4	491899	492324	W	NA	2011-02-03	1996-07-31	
S000033921	intron					YDR025W		4	491560	491898	W	NA	2011-02-03	1996-07-31	
S000002433	gene	Verified	YDR026C	NSI1		chromosome 4		4	494268	492556	C	NA	2011-02-03	1996-07-31	RNA polymerase I termination factor; binds to rDNA terminator element, required for efficient Pol I termination; required for rDNA silencing at NTS1; facilities association of Sir2p with NTS1, contributes to rDNA stability and cell longevity; interacts physically with Fob1p and RENT subunits, Sir2p and Net1p; may interact with ribosomes, based on co-purification experiments; Myb-like DNA-binding protein; NSI1 has a paralog, REB1, that arose from the whole genome duplication
S000033977	CDS					YDR026C		4	494268	492556	C	NA	2011-02-03	1996-07-31	
S000002434	gene	Verified	YDR027C	VPS54	TCS3|CGP1|LUV1	chromosome 4	L000004648	4	497318	494649	C	NA	2011-02-03	1996-07-31	Component of the GARP (Golgi-associated retrograde protein) complex, Vps51p-Vps52p-Vps53p-Vps54p, which is required for the recycling of proteins from endosomes to the late Golgi; potentially phosphorylated by Cdc28p
S000034876	CDS					YDR027C		4	497318	494649	C	NA	2011-02-03	1996-07-31	
S000002435	gene	Verified	YDR028C	REG1	SRN1|SPP43|PZF240|HEX2	chromosome 4	L000001609	4	500879	497835	C	2.79	2011-02-03	1996-07-31	Regulatory subunit of type 1 protein phosphatase Glc7p; involved in negative regulation of glucose-repressible genes; involved in regulation of the nucleocytoplasmic shuttling of Hxk2p; REG1 has a paralog, REG2, that arose from the whole genome duplication
S000035027	CDS					YDR028C		4	500879	497835	C	NA	2011-02-03	1996-07-31	
S000002436	gene	Dubious	YDR029W			chromosome 4		4	501100	501414	W	NA	2011-02-03	1996-07-31	Dubious ORF unlikely to encode a protein, based on available experimental and comparative sequence data
S000035276	CDS					YDR029W		4	501100	501414	W	NA	2011-02-03	1996-07-31	
S000002437	gene	Verified	YDR030C	RAD28		chromosome 4	L000004123	4	503273	501753	C	NA	2011-02-03	1996-07-31	Protein involved in DNA repair, related to the human CSA protein that is involved in transcription-coupled repair nucleotide excision repair
S000036180	CDS					YDR030C		4	503273	501753	C	NA	2011-02-03	1996-07-31	
S000002438	gene	Verified	YDR031W	MIC14		chromosome 4		4	503498	503863	W	NA	2011-02-03	2004-07-22|1996-07-31	Mitochondrial intermembrane space protein of unknown function; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress
S000036965	CDS					YDR031W		4	503498	503863	W	NA	2011-02-03	2004-07-22|1996-07-31	
S000002439	gene	Verified	YDR032C	PST2		chromosome 4		4	504695	504099	C	NA	2011-02-03	1996-07-31	Protein with similarity to a family of flavodoxin-like proteins; induced by oxidative stress in a Yap1p dependent manner; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; protein abundance increases in response to DNA replication stress; PST2 has a paralog, RFS1, that arose from the whole genome duplication
S000036988	CDS					YDR032C		4	504695	504099	C	NA	2011-02-03	1996-07-31	
S000119069	ARS		ARS450		ARSIV-506|ARS417.5	chromosome 4		4	505343	505584		NA	2011-02-03	2006-10-05	Autonomously Replicating Sequence
S000002440	gene	Verified	YDR033W	MRH1		chromosome 4		4	508147	509109	W	NA	2011-02-03	1996-07-31	Protein that localizes primarily to the plasma membrane; also found at the nuclear envelope; the authentic, non-tagged protein is detected in mitochondria in a phosphorylated state; MRH1 has a paralog, YRO2, that arose from the whole genome duplication
S000037115	CDS					YDR033W		4	508147	509109	W	NA	2011-02-03	1996-07-31	
S000002441	gene	Verified	YDR034C	LYS14		chromosome 4	L000000971	4	512109	509737	C	8	2011-02-03	1996-07-31	Transcriptional activator involved in regulation of genes of the lysine biosynthesis pathway; requires 2-aminoadipate semialdehyde as co-inducer
S000037166	CDS					YDR034C		4	512109	509737	C	NA	2011-02-03	1996-07-31	
S000006844	long_terminal_repeat		YDRCdelta2			chromosome 4		4	513258	512986	C	NA	2011-02-03	2000-05-19	Ty1 LTR
S000006845	long_terminal_repeat		YDRCdelta3			chromosome 4		4	513590	513259	C	NA	2011-02-03	2000-05-19	Ty1 LTR
S000006846	long_terminal_repeat		YDRCdelta4			chromosome 4		4	514020	513692	C	NA	2011-02-03	2000-05-19	Ty2 LTR
S000007345	transposable_element_gene		YDR034C-D		gag-pol fusion protein	chromosome 4		4	519356	514043	C	NA	2011-02-03	1999-07-17	Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes
S000035118	CDS					YDR034C-D		4	518062	514043	C	NA	2011-02-03	1999-07-17	
S000035117	CDS					YDR034C-D		4	519356	518064	C	NA	2011-02-03	1999-07-17	
S000035119	plus_1_translational_frameshift					YDR034C-D		4	518063	518063	C	NA	2011-02-03	1999-07-17	
S000007344	transposable_element_gene		YDR034C-C		gag protein 	chromosome 4		4	519356	518040	C	NA	2011-02-03	1999-07-17	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag
S000035078	CDS					YDR034C-C		4	519356	518040	C	NA	2011-02-03	1999-07-17	
S000006862	retrotransposon		YDRCTy2-1		Ty2	chromosome 4		4	519647	513692	C	NA	2011-02-03	2000-05-19	Ty2 element, LTR retrotransposon of the Copia (Pseudoviridae) group; contains co-transcribed genes TYA Gag and TYB Pol, encoding proteins involved in structure and function of virus-like particles, flanked by two direct repeats
S000006847	long_terminal_repeat		YDRCdelta5			chromosome 4		4	519647	519316	C	NA	2011-02-03	2000-05-19	Ty2 LTR
S000006649	tRNA		tL(UAA)D			chromosome 4	L000003765	4	519743	519826	W	NA	2011-02-03	2000-05-19	Leucine tRNA (tRNA-Leu), predicted by tRNAscan-SE analysis
S000037383	noncoding_exon					tL(UAA)D		4	519743	519826	W	NA	2011-02-03	2000-05-19	
S000006848	long_terminal_repeat		YDRCdelta6a			chromosome 4		4	520475	520173	C	NA	2011-02-03	2000-05-19	Ty1 LTR
S000006863	long_terminal_repeat		YDRWdelta7			chromosome 4		4	520477	520805	W	NA	2011-02-03	2000-05-19	Ty1 LTR
S000007233	gene	Uncharacterized	YDR034C-A			chromosome 4		4	520692	520516	C	NA	2011-02-03	1999-07-17	Putative protein of unknown function; contained within the solo Ty1 LTR element YDRWdelta7
S000035073	CDS					YDR034C-A		4	520692	520516	C	NA	2011-02-03	1999-07-17	
S000006849	long_terminal_repeat		YDRCdelta6b			chromosome 4		4	520833	520806	C	NA	2011-02-03	2000-05-19	Ty1 LTR
S000006693	tRNA		tQ(UUG)D1			chromosome 4	L000003766	4	520972	521043	W	NA	2011-02-03	2000-05-19	Glutamine tRNA (tRNA-Gln), predicted by tRNAscan-SE analysis; thiolation of uridine at wobble position (34) requires Ncs6p
S000034805	noncoding_exon					tQ(UUG)D1		4	520972	521043	W	NA	2011-02-03	2000-05-19	
S000007234	gene	Uncharacterized	YDR034W-B			chromosome 4		4	521314	521469	W	NA	2011-02-03	1999-07-17	Predicted tail-anchored plasma membrane protein; contains conserved CYSTM module; related proteins in other organisms may be involved in response to stress; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery; YDR034W-B has a paralog, YBR056W-A, that arose from the whole genome duplication
S000030044	CDS					YDR034W-B		4	521314	521469	W	NA	2011-02-03	1999-07-17	
S000002442	gene	Verified	YDR035W	ARO3	3-deoxy-7-phosphoheptulonate synthase ARO3	chromosome 4	L000000118	4	521816	522928	W	NA	2011-02-03	1996-07-31	3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase, catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by phenylalanine or high concentration of tyrosine or tryptophan
S000029906	CDS					YDR035W		4	521816	522928	W	NA	2011-02-03	1996-07-31	
S000002443	gene	Verified	YDR036C	EHD3	MRP5	chromosome 4		4	524713	523211	C	NA	2011-02-03	1996-07-31	3-hydroxyisobutyryl-CoA hydrolase, member of a family of enoyl-CoA hydratase/isomerases; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; phosphorylated; mutation affects fluid-phase endocytosis
S000029947	CDS					YDR036C		4	524713	523211	C	NA	2011-02-03	1996-07-31	
